mode,offset_hz,current_window_response_db,fixed_window_response_db
10K,2996.4706392789253,-0.10990973290012565,-0.0649509430913551
10K,3000.0,-0.11008606665427341,-0.06512036219127693
10K,3100.1030252327596,-0.114435266189101,-0.06915667858177195
10K,3207.3195181949204,-0.11788441628809974,-0.07215831411501344
10K,3318.244073847105,-0.1212203633170921,-0.07518587165884327
10K,3433.004934855474,-0.1259859054238046,-0.07999902964579335
10K,3551.7347791352004,-0.13310347183827528,-0.08747530041297458
10K,3674.5708732427534,-0.14184280015903608,-0.09652964897293576
10K,3801.6552310732204,-0.15011608971149573,-0.10466083863969797
10K,3933.1347780461215,-0.15637231663392784,-0.11026865857617865
10K,4069.1615209695888,-0.16156855733991488,-0.11480411842397562
10K,4209.892723779269,-0.1687695111189768,-0.1219548150971831
10K,4355.491089355084,-0.1798486130930933,-0.13359004651701167
10K,4506.124947626139,-0.19263760696247345,-0.14670015536104747
10K,4661.968450181188,-0.20295977018772332,-0.156354866418766
10K,4823.201771609639,-0.21054348200024806,-0.1627941634637139
10K,4990.011317805938,-0.22068328233192827,-0.1726811492899405
10K,5162.589941478128,-0.23682558917993587,-0.18962782008552442
10K,5341.1371651096515,-0.2538605437437823,-0.20677492367568512
10K,5525.859411632378,-0.26558640999461963,-0.2169519085531985
10K,5716.970243077313,-0.2771618776166044,-0.22733329339718136
10K,5914.69060747899,-0.29750448168318866,-0.2485033156457889
10K,6119.249094319117,-0.32039463407615487,-0.2716690656218421
10K,6330.882198804584,-0.3350924898221287,-0.2839396611011597
10K,6549.834595285477,-0.35223903857473127,-0.29968296720202225
10K,6776.359420129328,-0.3823386668457029,-0.3310700762488886
10K,7010.718564378355,-0.4070171352391066,-0.3539630425936764
10K,7253.182976528305,-0.42439051491101937,-0.3673765102916792
10K,7504.032975778838,-0.46010826676367333,-0.4036582618715223
10K,7763.558576117558,-0.49477314247824533,-0.43616749568385965
10K,8032.059821612491,-0.516540210374087,-0.4508269236339949
10K,8309.847133300596,-0.5646431813632747,-0.497226754368906
10K,8597.24166807328,-0.6083946118503605,-0.5321799597570328
10K,8894.575689973968,-0.6494992526646237,-0.5578038696022372
10K,9202.19295433695,-0.7179209510007751,-0.5870618058167625
10K,9520.449105211495,-1.1914950759135663,-0.974072872312251
10K,9849.712086530915,-3.878956544177221,-3.7996783993417163
10K,10000.0,-6.476961486178471,-6.733626964668008
10K,10190.362567501796,-11.24476219024113,-12.670375450165137
10K,10200.0,-11.524112211762887,-13.053000193264365
10K,10542.794382705235,-20.018641440334925,-35.61837896552735
10K,10907.414987418822,-22.42026044772384,-59.10575790546794
10K,11284.645928686046,-23.75716150253302,-66.32949031352275
10K,11674.923332677368,-24.785803633900294,-63.140838257758745
10K,12078.698408906568,-25.667783875766048,-64.84597802213567
10K,12496.437971885553,-26.41580660316346,-70.18081936092373
10K,12928.624980820261,-27.101841930306612,-84.4422282498146
10K,13375.759097971873,-27.717200907517,-67.86716518026299
10K,13838.35726632905,-28.290364373187884,-63.55414756033282
10K,14000.0,-28.475262324536846,-66.1514686546158
10K,14316.954307258644,-28.830948588292454,-63.65364960974358
10K,14812.10353882603,-29.333411501418396,-70.81329694933001
10K,15324.377415500196,-29.820290219991353,-71.40573514976612
10K,15854.368189982655,-30.2817657159007,-65.88842782584477
10K,16402.688597925615,-30.723483780916116,-78.88640816492676
10K,16969.97256633109,-31.15448409403399,-67.99470444934153
10K,17556.875946450058,-31.57266541882063,-76.90269103685301
10K,18164.077272028208,-31.975278345834216,-68.9144819493497
10K,18792.278543775992,-32.36889641307663,-84.26442951325598
10K,19442.206040969577,-32.754869821723005,-72.31781565744387
10K,20114.61116112008,-33.13369104229574,-70.92127299704136
10K,20810.27128868333,-33.50530011592866,-75.13832465746422
10K,21529.990693813845,-33.86992311453122,-84.7069227095187
10K,22274.601462201274,-34.22848750130312,-91.52320499293793
10K,23044.96445706578,-34.581898348045236,-88.46433644338758
10K,23841.970314423957,-34.9307583592065,-94.35383747421143
10K,24666.54047277495,-35.275416072674474,-83.98527069922126
10K,25519.62823839891,-35.616058614641126,-77.3162448854952
10K,26402.21988749867,-35.952989887341644,-76.16647805887352
10K,27315.335806457842,-36.2867171410709,-86.10190950332914
10K,28260.03167153542,-36.617538005553854,-78.97819866449737
10K,29237.399669360017,-36.94674302776332,-83.39235805198501
10K,30248.569759633567,-37.2732368041305,-79.24351413631881
10K,31294.710981506538,-37.59645114861931,-90.30671468489845
10K,32377.032805133524,-37.91841349334877,-87.71182453925587
10K,33496.786529971985,-38.23856010644651,-83.6924278450246
10K,34655.266731440766,-38.556131067481864,-83.83905097993208
10K,35853.812757611704,-38.87315398875568,-86.39800162160184
10K,37093.810277663346,-39.18781993010852,-97.59750719849384
10K,38376.692883887736,-39.50139832096062,-88.34281711704298
10K,39703.943749102866,-39.814035504778566,-86.52001565852414
10K,41077.097341385896,-40.124919089929264,-93.69234917004033
10K,42497.74119810995,-40.434770107217304,-91.92382671751984
10K,43967.51776133647,-40.74382192789691,-89.18193022895564
10K,45488.12627668355,-41.0519629647568,-90.42684929569958
10K,47061.324757866154,-41.35916317422498,-91.61034275760093
10K,48688.93201918055,-41.66550173695235,-93.82866584022022
10K,50372.82977828094,-41.971094499733056,-109.3780646079257
10K,52114.964831680176,-42.276069191140586,-96.23865561118492
10K,53917.3513054908,-42.58044686906683,-114.03151969973769
10K,55782.072984006525,-42.88398035814942,-104.22863145962516
10K,57711.28571881726,-43.187105961231005,-104.2391942368306
10K,59707.21992124398,-43.489643477530876,-110.65479485484008
10K,61772.183140973044,-43.79176119520655,-112.11387937879329
10K,63908.56273387189,-44.09331716762732,-108.60360268572481
10K,66118.82862207196,-44.394510835766255,-112.66184849491492
10K,68405.53614950733,-44.695321730545395,-120.44170979590902
10K,70771.32903621167,-44.99575128034409,-120.93626721645721
10K,73218.9424347902,-45.29583067099618,-120.03276502518
10K,75751.20609259796,-45.595596164079424,-140.3306380211677
10K,78371.04762328134,-45.89507075468134,-129.48341670162162
10K,81081.49589146675,-46.194242763198886,-133.45922704252627
10K,83885.68451450662,-46.49315462881718,-143.03102151771722
10K,86786.8554853327,-46.791771216678384,-145.7837984931607
10K,89788.36292060651,-47.08921168900489,-107.93967054928723
10K,92893.67693849746,-47.38906980329339,-111.99242002543716
10K,96106.38767057308,-47.686989090012155,-139.34876238373482
10K,99430.2094124414,-47.98479183379853,-224.18132785584334
10K,100000.0,-48.034834389814655,-316.718479610358
10K,102868.98491794096,-48.282512146664516,-155.51346402165206
10K,106426.68984184446,-48.58014883335643,-122.19521694203239
10K,110107.43733621431,-48.87656727782071,-113.44618343584322
10K,113915.48280572055,-49.174518639757416,-154.05817338915506
10K,117855.22882742036,-49.471692517455125,-151.36781366278763
10K,121931.23024068947,-49.76872281312068,-156.98126785383914
10K,126148.19941318572,-50.06563669509934,-154.30241585171086
10K,130511.01168893492,-50.362440060151215,-153.52407992723084
10K,135024.7110248401,-50.65914796003152,-141.8525585082111
10K,139694.51582212618,-50.955761536948074,-140.90711141277302
10K,144525.8249594638,-51.25228902749959,-158.58670703835583
10K,149524.2240347503,-51.54873419825351,-145.5308354305898
10K,154695.49182275916,-51.845109619201864,-160.7677103879895
10K,160045.6069561254,-52.14141171797476,-148.69348754779188
10K,165580.75483739536,-52.43765012765532,-160.44925785634152
10K,171307.3347901247,-52.73382814846458,-155.60448438509783
10K,177231.96745729627,-53.02994785381601,-165.45433726188105
10K,183361.5024556139,-53.32601409609461,-171.19740719478943
10K,189703.02629451538,-53.62198370363814,-143.98891644489166
10K,196263.87056906294,-53.918023566601825,-172.14245337455282
10K,203051.62043618676,-54.21395028883711,-182.37480687568404
10K,210074.1233840744,-54.50977140486196,-140.6251283332404
10K,217339.49830484786,-54.80567746446,-178.9639672051208
10K,224856.14488102126,-55.101495080951096,-170.86586474148933
10K,232632.7532965836,-55.397278807118454,-165.9257107649214
10K,240678.314283938,-55.693031276218335,-171.80214886817083
10K,249002.12951831357,-55.988754929493076,-163.94278961663045
10K,257613.82237166955,-56.2844515836877,-166.21441424250094
10K,266523.3490385114,-56.58012328173201,-172.74175814917436
10K,275741.0100465003,-56.87577102040207,-193.16703561338426
10K,285277.4621651556,-57.17139623319866,-193.42823188533472
10K,295143.730726407,-57.46700599299813,-178.53697399649513
10K,305351.22237126133,-57.7625918736068,-175.84180441890894
10K,315911.73823731014,-58.058156160770686,-196.96849522844803
10K,326837.48760231474,-58.35370763385949,-186.2125507055486
10K,338141.101999662,-58.64924292003305,-180.08951599881533
10K,349835.6498220019,-58.94476317041785,-178.8280388468305
10K,361934.65142993676,-59.240269468200324,-182.57793667315775
10K,374452.0947832533,-59.535762588375924,-192.77658523822336
10K,387402.4516127597,-59.83124291597464,-214.72184719866388
10K,400800.6941514076,-60.126713397003655,-269.9522502640752
10K,414662.3124440717,-60.42217089634839,-209.23051653095854
10K,429003.3322559847,-60.71761920404935,-198.86394305960704
10K,443840.33360051754,-61.01305765219526,-193.23188704392808
10K,459190.46990775486,-61.308486903802816,-191.81702885895055
10K,475071.4878560078,-61.60390750540445,-206.71561940533059
10K,491501.74788919307,-61.899320198508796,-176.74356708747752
10K,508500.2454438004,-62.19472471496555,-178.21010568713962
10K,526086.6329099999,-62.49012184740708,-209.12542527458666
10K,544281.2423522616,-62.785512076559854,-199.23476118424193
10K,563105.109015762,-63.08089555631785,-202.25533270222593
10K,582579.995645767,-63.376272573048105,-220.38942133807785
10K,602728.4176480848,-63.671643607171696,-234.4693908245673
10K,623573.6691196891,-63.96700835367966,-217.75044542690043
10K,645139.8497796168,-64.2623675025989,-205.63592010388714
10K,667451.8928312553,-64.55772104442437,-213.5617620302921
10K,690535.5937882415,-64.85306887410616,-187.12245683552732
10K,714417.6402973111,-65.14841189561119,-239.06362427885193
10K,739125.6429925543,-65.44374947252624,-219.7581993823449
10K,764688.1674167585,-65.73908186559636,-216.74075748919626
10K,791134.7670467589,-66.03440915832049,-195.60740215421941
10K,818496.0174609524,-66.32973135468133,-235.6994467644297
10K,846803.5516884859,-66.62504848674944,-222.13196729081176
10K,876090.0967810064,-66.9203605031761,-236.3053667513898
10K,906389.5116492236,-67.21566741846547,-215.46801752537158
10K,937736.8262080409,-67.51096902430177,-224.20911860282177
10K,970168.2818755318,-67.80626535949759,-230.91471556665897
10K,1000000.0,-68.06929650166066,-332.1616779945805
10K,1003721.3734725483,-68.10155628378928,-243.1865906379128
10K,1038434.8925714198,-68.39684158871178,-228.64561766277188
10K,1074348.9723438763,-68.69212116754109,-238.40008887739444
10K,1111505.1339600105,-68.98739479244908,-257.1571364029943
10K,1149946.3345919405,-69.28266227517338,-237.56260302628294
10K,1189717.0170776877,-69.5779232879252,-223.07735805891454
10K,1230863.1613026524,-69.87317767589383,-258.1188459410347
10K,1273432.3373581083,-70.16842501181128,-262.66391683657656
10K,1317473.760538194,-70.46366498817876,-257.02155815531717
10K,1363038.3482389443,-70.75889722715706,-240.90193887141135
10K,1410178.7788251631,-71.05412128960356,-226.37175054615756
10K,1458949.5525332207,-71.34933678781607,-253.42904770424096
10K,1509407.0544801396,-71.64454315015465,-221.23433057005724
10K,1561609.6198518341,-71.93973990552279,-248.32446244834162
10K,1615617.6013459042,-72.2349264312333,-277.9731894573262
10K,1671493.438946897,-72.53010211652119,-268.57199333101255
10K,1729301.7321147304,-72.82526628247359,-274.08101525735617
10K,1789109.3144697733,-73.12041819596612,-279.9237465419067
10K,1850985.3310608636,-73.415557079513,-250.93952986811468
10K,1915001.3183056242,-73.71068207573242,-276.4544461255553
10K,1981231.2866955365,-74.00579227704475,-293.07255680749614
10K,2049751.8063613186,-74.30088670277095,-256.1310755708086
10K,2120642.0955975633,-74.59596429924045,-276.7562566184552
10K,2193984.112449026,-74.891023937175,-256.43510649291125
10K,2269862.649464366,-75.18606439766648,-274.6207546611447
10K,2348365.4317269293,-75.4810843820556,-266.30043849825273
10K,2429583.218275954,-75.77608249076695,-271.7287298676315
10K,2513609.9070353387,-76.07105722442746,-291.9796198163391
10K,2600542.6433714256,-76.366006976303,-340.4253403576053
10K,2690481.9324051845,-76.66093002052422,-246.0628829274902
10K,2783531.7552086944,-76.95582451410382,-300.0450319626386
10K,2879799.689020303,-77.25068847464915,-287.3818115924511
10K,2979397.0316173625,-77.5455197821032,-288.9191830704267
10K,3082438.9299903666,-77.84031616430744,-302.0769563473329
10K,3189044.5134673156,-78.13507518695425,-307.230312997733
10K,3299337.0314421095,-78.4297942437348,-320.34428914453684
10K,3413443.9958662484,-78.72447054070462,-303.3490241548838
10K,3531497.328668643,-79.01910108783188,-285.2107652590846
10K,3653633.5142738535,-79.31368268173085,-282.2985244498302
10K,3779993.7573951394,-79.608211892222,-304.2948837869232
10K,3910724.1462848205,-79.90268504595699,-315.4213757013812
10K,4045975.8216305557,-80.19709820972932,-286.7532125195603
10K,4185905.151292864,-80.49144717124352,-334.63808519341535
10K,4330673.911085985,-80.78572742061323,-294.09488253193933
10K,4480449.471810944,-81.07993412847799,-327.52149780980835
10K,4635404.992757108,-81.37406212395717,-294.83285114776555
10K,4795719.621896047,-81.6681058703024,-304.4397517121364
10K,4961578.702998981,-81.96205943893264,-296.91231117810395
10K,5133173.989917338,-82.25591648213155,-309.84036085366427
10K,5310703.868274262,-82.54967020287953,-334.6349899534085
10K,5494373.5848231865,-82.84331332342407,-298.49305950793325
10K,5684395.484738733,-83.1368380507123,-329.93460416798393
10K,5880989.257114363,-83.43023604046539,-319.1355778886399
10K,6084382.188950434,-83.72349835747835,-335.4578211915921
10K,6294809.427926372,-84.01661543393004,-309.04516922295153
10K,6512514.254260884,-84.30957702417452,-347.0084886743034
10K,6737748.361974297,-84.60237215674375,-309.92697461605917
10K,6970772.1498783035,-84.89498908236912,-320.00069196658137
10K,7211855.022629643,-85.18741521863609,-338.9358528655433
10K,7461275.702195563,-85.47963709045548,-321.6817665438209
10K,7719322.5500912415,-85.77164026623745,-330.2367940236603
10K,7986293.900761867,-86.06340928944834,-363.0715670729706
10K,8262498.4064945495,-86.35492760516041,-337.05395433341147
10K,8548255.394258931,-86.64617748121778,-317.1459654402273
10K,8843895.23488924,-86.93713992365757,-319.91601677533004
10K,9149759.725034166,-87.22779458589955,-320.53604038559735
10K,9466202.482316693,-87.51811967123876,-325.7842556257643
10K,9793589.354160259,-87.80809182814004,-315.1603350055657
10K,10000000.0,-87.98578685034238,-328.8879497812513
10K,10132298.840754095,-88.09768603776284,-330.7380072895778
10K,10482722.532646922,-88.38687549311638,-351.3839248016416
10K,10845265.563474575,-88.6756314691848,-335.56195800902094
10K,11220347.078345101,-88.96392318329563,-361.46977416707324
10K,11608400.718423089,-89.25171764498654,-309.211938997118
10K,12009875.122273052,-89.53897949451553,-312.82420313488717
10K,12425234.444541674,-89.82567082903921,-343.93402877319716
10K,12854958.892578797,-90.11175101554883,-336.65252172814473
10K,13299545.281617142,-90.39717648940426,-316.17199304492794
10K,13759507.609152803,-90.68190053728755,-339.6594915413604
10K,14000000.0,-90.82671663718054,-312.8153797817388
10K,14235377.649190819,-90.96587306324793,-342.3461265649366
10K,14727705.567042395,-91.24904033641315,-356.3986418327313
10K,15237060.55538475,-91.53134471885018,-351.3801322843781
10K,15764031.492319247,-91.81272437166149,-359.34666023641165
10K,16309227.622188088,-92.09311293765923,-321.27357535027295
10K,16873279.25993689,-92.3724391982993,-355.8954907846533
10K,17456838.519837845,-92.65062670265571,-347.7085084603164
10K,18060580.069415316,-92.9275933658269,-360.1178524543073
10K,18685201.9094458,-93.20325103399809,-354.5856813049679
10K,19331426.18093438,-93.47750501272556,-357.7460889072579
10K,20000000.0,-93.75025355551645,-297.20310352855836
100K,100.0,-0.03013748166359177,-7.603366085521832e-06
100K,103.45848160817529,-0.030137985850766956,-8.138310737518191e-06
100K,107.03657416669135,-0.030138525505635623,-8.710886680857622e-06
100K,110.73841439826728,-0.030139103122518003,-9.323740379834007e-06
100K,114.5682820934163,-0.030139721370979308,-9.979704238003134e-06
100K,118.53060505841937,-0.030140383108235587,-1.0681809747005749e-05
100K,122.62996423442371,-0.030141091392262086,-1.1433301405919803e-05
100K,126.87109899358319,-0.03014184949588196,-1.2237651661871835e-05
100K,131.258912618366,-0.030142660921885535,-1.3098576954845008e-05
100K,135.79847797036308,-0.030143529419131895,-1.4020054796293714e-05
100K,140.49504335515007,-0.030144458999745823,-1.5006342019470567e-05
100K,145.35403858998583,-0.03014545395771513,-1.6061994506201584e-05
100K,150.38108128136037,-0.030146518888489494,-1.7191887983171604e-05
100K,155.58198331965136,-0.03014765871020228,-1.8401240533830686e-05
100K,160.96275759839585,-0.030148878686259668,-1.9695636566528683e-05
100K,166.529624965948,-0.03015018444946661,-2.1081052413435e-05
100K,172.2890214175586,-0.030151582027979885,-2.2563883852450695e-05
100K,178.24760553619006,-0.03015307787285884,-2.415097535155006e-05
100K,184.41226619067186,-0.03015467888772204,-2.584965152641555e-05
100K,190.7901305000955,-0.03015639246038775,-2.7667750702419947e-05
100K,197.38857207365496,-0.03015822649666773,-2.9613660773848072e-05
100K,204.21521953546196,-0.030160189456585253,-3.1696357624614854e-05
100K,211.2779653441907,-0.03016229039308419,-3.3925446194411034e-05
100K,218.5849749177465,-0.030164538993343377,-3.631120430507145e-05
100K,226.14469607351114,-0.030166945623028175,-3.886462961365685e-05
100K,233.96586879507743,-0.030169521373612875,-4.159748980416375e-05
100K,242.05753533676273,-0.030172278112912346,-4.4522376201144284e-05
100K,250.42905067758684,-0.030175228539037775,-4.7652761009742504e-05
100K,259.09009333679916,-0.030178386238247937,-5.100305867210515e-05
100K,268.0506765634566,-0.030181765746521743,-5.458869120814236e-05
100K,277.32115991299287,-0.030185382615660332,-5.8426158305455705e-05
100K,286.91226122416214,-0.03018925348352479,-6.253311185864196e-05
100K,296.8350690101997,-0.030193396149419096,-6.69284359050809e-05
100K,307.10105527853153,-0.030197829654423754,-7.163233185610414e-05
100K,317.7220887938518,-0.03020257436718357,-7.666640948756307e-05
100K,328.71044879989756,-0.030207652075551324,-8.20537841480535e-05
100K,340.07883921579213,-0.03021308608444067,-8.781918054857825e-05
100K,351.84040332336633,-0.030218901320229245,-9.398904350324724e-05
100K,364.00873896243473,-0.03022512444215725,-0.0001005916560755136
100K,376.59791425160137,-0.03023178396117191,-0.00010765726563848925
100K,389.6224838527644,-0.03023891036684607,-0.00011521821846208084
100K,403.097505798128,-0.03024653626236849,-0.00012330910290067582
100K,417.03855889916963,-0.030254696508880692,-0.00013196690244420193
100K,431.4617607576967,-0.03026342837894611,-0.00014123115847980384
100K,446.3837863998105,-0.03027277172028612,-0.0001511441439258577
100K,461.8218875543244,-0.030282769130043116,-0.00016175104800233544
100K,477.79391259791873,-0.03029346614024289,-0.00017310017291659354
100K,494.3183271900984,-0.030304911415484803,-0.00018524314344340107
100K,511.41423562180773,-0.03031715696272056,-0.00019823512935980827
100K,529.1014029023783,-0.030330258354832523,-0.00021213508247675694
100K,547.4002776103539,-0.030344274967789294,-0.00022700598804995708
100K,566.3320155346086,-0.0303592702327987,-0.00024291513207893255
100K,585.9185041330813,-0.030375311903842097,-0.0002599343848905056
100K,606.1823878374192,-0.03039247234151393,-0.0002781405019770298
100K,627.1470942327742,-0.030410828813824037,-0.00029761544278898396
100K,648.8368611430205,-0.030430463814937418,-0.0003184467085126366
100K,671.276764652713,-0.03045146540228789,-0.0003407276992813818
100K,694.4927480981813,-0.030473927553372145,-0.0003645580921858973
100K,718.5116520612681,-0.030497950542185143,-0.00039004424007259243
100K,743.3612454004027,-0.03052364133679498,-0.0004172995926604167
100K,769.0702573548785,-0.0305511140181439,-0.0004464451400813474
100K,795.6684107594434,-0.0305804902208673,-0.0004776098796786144
100K,823.1864564076186,-0.03061189959661635,-0.0005109313065309846
100K,851.656208603466,-0.030645480300163612,-0.00054655592801021
100K,881.1105819428999,-0.030681379498665458,-0.0005846398027297844
100K,911.5836293670806,-0.03071975390394149,-0.0006253491037137252
100K,943.1105815318779,-0.03076077032769079,-0.0006688607056913678
100K,975.7278875389129,-0.030804606259441317,-0.000715362796223795
100K,1000.0,-0.030838147235362462,-0.0007509433999408569
100K,1009.4732570752825,-0.030851450465880136,-0.0007650555092549496
100K,1044.3857040106793,-0.030901503611331246,-0.0008181515807340513
100K,1080.5055915023008,-0.03095497889697447,-0.0008748770237576711
100K,1117.8746786597123,-0.031012102717353822,-0.0009354718216149983
100K,1156.536168823607,-0.03107311533123271,-0.001000190635539954
100K,1196.5347595142669,-0.031138271543451855,-0.0010693035235898765
100K,1237.9166941074911,-0.031207841393668983,-0.0011430966661552524
100K,1280.7298152977316,-0.031282110846811484,-0.001221873092575963
100K,1325.0236204102198,-0.03136138247892307,-0.001305953401980663
100K,1370.8493186260841,-0.031445976150965706,-0.001395676470447452
100K,1418.2598901865651,-0.03153622966163479,-0.0014914001347533627
100K,1467.3101476447932,-0.031632499368497116,-0.0015935018413171327
100K,1518.0567992359765,-0.03173516076492087,-0.001702379246783479
100K,1570.558514439209,-0.03184460899810332,-0.0018184507545673724
100K,1624.8759918067185,-0.03196125931111572,-0.001942155968908851
100K,1681.072029139008,-0.03208554738895737,-0.0020739560450570333
100K,1739.2115960869617,-0.03221792958563787,-0.0022143339108792112
100K,1799.3619092648794,-0.03235888300554279,-0.002363794331226094
100K,1861.592509961317,-0.03250890540891917,-0.002522863782696191
100K,1925.9753445374981,-0.032668514906375394,-0.002692090101164061
100K,1992.5848476063163,-0.03283824940247764,-0.0028720418592936016
100K,2061.4980280880686,-0.03301866574391242,-0.0030633074262943973
100K,2132.794558242391,-0.033210338520429726,-0.003266493654440891
100K,2206.556865779365,-0.033413858461855524,-0.0034822241315706245
100K,2282.8702291562736,-0.033629830366111904,-0.0037111369298877105
100K,2361.8228761701525,-0.03385887048658441,-0.003953881774271547
100K,2443.5060859601717,-0.03410160329878016,-0.004211116544359995
100K,2528.0142945377484,-0.03435865755764699,-0.00448350301548264
100K,2615.445203966379,-0.034630661548502695,-0.004771701734478756
100K,2705.899895317456,-0.034918237424926515,-0.005076365916206297
100K,2799.482945532645,-0.03522199451871603,-0.005398134237698722
100K,2896.3025483278957,-0.03554252149741825,-0.005737622396658191
100K,2996.4706392789253,-0.03588037723762162,-0.006095413293095974
100K,3000.0,-0.035892391189991296,-0.0061081351376779435
100K,3100.1030252327596,-0.03623608027440875,-0.006472045684713198
100K,3207.3195181949204,-0.03661009668266556,-0.006868001161396048
100K,3318.244073847105,-0.037002826242419115,-0.007283689280595215
100K,3433.004934855474,-0.037414586741121185,-0.007719430706014178
100K,3551.7347791352004,-0.037845596270516764,-0.008175438197156918
100K,3674.5708732427534,-0.038295953386380525,-0.008651795308610781
100K,3801.6552310732204,-0.03876561501794989,-0.00914843267775842
100K,3933.1347780461215,-0.03925437204148602,-0.009665101809169477
100K,4069.1615209695888,-0.03976182247257111,-0.010201346306795154
100K,4209.892723779269,-0.04028734228585019,-0.010756470563036628
100K,4355.491089355084,-0.040830053944163607,-0.011329505991929277
100K,4506.124947626139,-0.0413887928125965,-0.011919174993917942
100K,4661.968450181188,-0.041962071753289844,-0.012523852968195266
100K,4823.201771609639,-0.04254804434704411,-0.013141528849252793
100K,4990.011317805938,-0.043144467372917855,-0.013769764842315438
100K,5162.589941478128,-0.04374866340254821,-0.01440565627343423
100K,5341.1371651096515,-0.04435748463655804,-0.015045792759421944
100K,5525.859411632378,-0.04496727943038974,-0.015686222244987627
100K,5716.970243077313,-0.04557386333083868,-0.01632241985422022
100K,5914.69060747899,-0.04617249687365817,-0.01694926396236618
100K,6119.249094319117,-0.04675787287782652,-0.0175610224126316
100K,6330.882198804584,-0.0473241165087265,-0.01815135237645359
100K,6549.834595285477,-0.04786480196286794,-0.018713317976059084
100K,6776.359420129328,-0.048372990235260926,-0.019239430438478443
100K,7010.718564378355,-0.048841293042621435,-0.019721716204234747
100K,7253.182976528305,-0.049261968556467514,-0.020151819034326342
100K,7504.032975778838,-0.04962705509853427,-0.02052114269125649
100K,7763.558576117558,-0.049928549300951156,-0.0208210411427886
100K,8032.059821612491,-0.05015863534460465,-0.021043063354322822
100K,8309.847133300596,-0.05030997165130964,-0.021179259479436188
100K,8597.24166807328,-0.050376040677525685,-0.021222554477382832
100K,8894.575689973968,-0.05035156607521844,-0.02116719370546628
100K,9202.19295433695,-0.05023299925533975,-0.021009262646154936
100K,9520.449105211495,-0.0500190740958736,-0.020747279403368603
100K,9849.712086530915,-0.04971142395529169,-0.02038285369994689
100K,10000.0,-0.04954545415753747,-0.020188837846120196
100K,10190.362567501796,-0.04931524905656911,-0.01992139958653031
100K,10200.0,-0.04930304995091228,-0.01990726813151428
100K,10542.794382705235,-0.04884001450666608,-0.019372880728398056
100K,10907.414987418822,-0.04830014958412429,-0.018752556835186267
100K,11284.645928686046,-0.047715707454578996,-0.018081687530749607
100K,11674.923332677368,-0.04711293134201186,-0.017388135921132707
100K,12078.698408906568,-0.04652465884178034,-0.01670679878896981
100K,12496.437971885553,-0.045990481339991396,-0.016079774610649026
100K,12928.624980820261,-0.0455565617228906,-0.015556165869949064
100K,13375.759097971873,-0.04527500266061113,-0.015191400503695308
100K,13838.35726632905,-0.04520265240488618,-0.015045951618419382
100K,14000.0,-0.04523651596921435,-0.015057839932043243
100K,14316.954307258644,-0.04539923873987078,-0.015183338592372583
100K,14812.10353882603,-0.0459247387843214,-0.015667310937675864
100K,15324.377415500196,-0.046835927784000565,-0.016558154213429828
100K,15854.368189982655,-0.04818210925614617,-0.017908120630256832
100K,16402.688597925615,-0.05000011699455678,-0.019756081275105943
100K,16969.97256633109,-0.05230880032229383,-0.022121626196389604
100K,17556.875946450058,-0.055103358428767284,-0.02499900383740311
100K,18164.077272028208,-0.058350073232529776,-0.028351487782299296
100K,18792.278543775992,-0.06198219035499594,-0.03210697299670418
100K,19442.206040969577,-0.06589789030027343,-0.0361558098299566
100K,20114.61116112008,-0.06996143787803977,-0.040352040291782375
100K,20810.27128868333,-0.07400864169041735,-0.04451924794398387
100K,21529.990693813845,-0.07785762609984415,-0.048462094006975265
100K,22274.601462201274,-0.08132553578284031,-0.05198420250898847
100K,23044.96445706578,-0.08425108429205136,-0.054912297799289356
100K,23841.970314423957,-0.08652178079131358,-0.0571253434329571
100K,24666.54047277495,-0.0881032470597449,-0.05858590812621265
100K,25519.62823839891,-0.08906639961983308,-0.05936923160588873
100K,26402.21988749867,-0.08960669026966726,-0.05968377140964197
100K,27315.335806457842,-0.09004850029585776,-0.05987583952441822
100K,28260.03167153542,-0.09082773337816984,-0.06041088867381446
100K,29237.399669360017,-0.09244727712858541,-0.061825752177136775
100K,30248.569759633567,-0.09540385835998819,-0.0646502704999469
100K,31294.710981506538,-0.10009118014180171,-0.06930354772821141
100K,32377.032805133524,-0.10669281994775398,-0.07597927473113998
100K,33496.786529971985,-0.11508799938768417,-0.08454486618117764
100K,34655.266731440766,-0.12480153589897484,-0.09448794654441797
100K,35853.812757611704,-0.13503208865481098,-0.1049467376483011
100K,37093.810277663346,-0.144785120116929,-0.11485267539084892
100K,38376.692883887736,-0.15311416161674582,-0.12318910608985807
100K,39703.943749102866,-0.15943501110956107,-0.12932810853111817
100K,41077.097341385896,-0.1638293429165015,-0.13335581441866137
100K,42497.74119810995,-0.16721456931436676,-0.1362540957622999
100K,43967.51776133647,-0.17125174238768365,-0.1398011680321578
100K,45488.12627668355,-0.17791742047611023,-0.1461118445044904
100K,47061.324757866154,-0.18878690669065978,-0.15686846586609304
100K,48688.93201918055,-0.20424299318053973,-0.17247216896855683
100K,50372.82977828094,-0.2229759379070603,-0.19150666835573701
100K,52114.964831680176,-0.24217862559376618,-0.21094807534078677
100K,53917.3513054908,-0.25865195094662646,-0.2273520852520624
100K,55782.072984006525,-0.27056643894482074,-0.2387461314001732
